order_date,order_id,sales,profit
27-12-2025,CA-2018-146780,41.96,9.59
17-02-2025,CA-2017-128867,75.96,14.59
17-02-2025,CA-2017-128867,27.24,6.42
01-11-2024,CA-2017-103730,47.04,9.63
01-11-2024,CA-2017-103730,30.84,10.18
01-11-2024,CA-2017-103730,226.56,51.37
01-11-2024,CA-2017-103730,115.02,30.83
01-11-2024,CA-2017-103730,68.04,5.4
20-11-2025,US-2018-107272,2.388,0.45
20-11-2025,US-2018-107272,243.992,62.15
19-02-2025,US-2017-125969,81.424,17.68
19-02-2025,US-2017-125969,238.56,30.66
26-04-2025,US-2018-164147,59.97,4.59
26-04-2025,US-2018-164147,78.304,23.2
26-04-2025,US-2018-164147,21.456,4.44
01-02-2025,CA-2017-145583,20.04,6.36
01-02-2025,CA-2017-145583,35.44,10.95
01-02-2025,CA-2017-145583,11.52,3.96
01-02-2025,CA-2017-145583,4.02,0.7
01-02-2025,CA-2017-145583,76.176,12.9
01-02-2025,CA-2017-145583,65.88,17.71
01-02-2025,CA-2017-145583,43.12,4.69
04-01-2025,CA-2017-110366,82.8,19.45
15-10-2025,CA-2018-106180,8.82,2.25
15-10-2025,CA-2018-106180,10.86,3.19
15-10-2025,CA-2018-106180,143.7,30.44
25-12-2025,CA-2018-155376,839.43,275.56
06-04-2024,CA-2016-110744,671.93,199.86
13-03-2025,CA-2017-114489,384.45,57.61
13-03-2025,CA-2017-114489,149.97,14.15
13-03-2025,CA-2017-114489,1951.84,411.46
13-03-2025,CA-2017-114489,171.55,49.01
24-08-2024,CA-2017-158834,157.92,47.03
24-08-2024,CA-2017-158834,203.184,22.77
22-01-2024,CA-2016-124919,58.38,13.52
22-01-2024,CA-2016-124919,105.52,34.89
22-01-2024,CA-2016-124919,80.88,25.63
20-01-2024,CA-2016-118948,6.63,1.74
02-03-2025,CA-2017-114104,14.62,4.26
02-03-2025,CA-2017-114104,944.93,76.4
08-10-2024,CA-2017-162733,5.98,1.29
29-06-2024,CA-2016-119697,54.384,4.96
27-02-2025,CA-2017-154508,28.4,9.73
20-02-2025,CA-2017-113817,27.68,5.7
24-06-2025,US-2018-152366,97.264,31.84
01-06-2024,US-2016-101511,396.802,47.15
01-06-2024,US-2016-101511,15.88,3.28
19-06-2024,CA-2016-137225,3.28,0.59
08-03-2025,CA-2017-105018,7.16,2.14
26-11-2024,CA-2017-157000,37.224,6.42
26-11-2024,CA-2017-157000,20.016,5.02
02-05-2024,CA-2016-102281,899.136,124.13
02-05-2024,CA-2016-102281,71.76,7.68
02-05-2024,CA-2016-102281,51.84,14.1
02-05-2024,CA-2016-102281,626.352,156.04
02-05-2024,CA-2016-102281,19.9,6.68
16-05-2024,CA-2016-131457,14.28,4.51
20-11-2025,CA-2018-107720,46.26,8.5
20-08-2025,US-2018-124303,2.946,1.02
20-08-2025,US-2018-124303,16.056,5.42
11-08-2025,CA-2018-105074,21.744,-1.07
21-12-2025,US-2018-116701,66.284,14.5
26-07-2025,CA-2018-126382,35.168,6.43
15-12-2025,CA-2018-108329,444.768,40.27
09-12-2025,CA-2018-135860,83.92,21.2
09-12-2025,CA-2018-135860,131.98,13.24
09-12-2025,CA-2018-135860,15.92,4.85
09-12-2025,CA-2018-135860,52.29,15.2
09-12-2025,CA-2018-135860,91.99,29.36
12-02-2025,CA-2017-130162,93.06,24.2
12-02-2025,CA-2017-130162,302.376,39.65
26-06-2024,CA-2016-169397,5.584,1.38
26-06-2024,CA-2016-169397,22.704,7.1
26-06-2024,CA-2016-169397,19.776,3.6
26-06-2024,CA-2016-169397,72.704,13.7
26-06-2024,CA-2016-169397,479.988,30.72
26-06-2024,CA-2016-169397,27.168,9.25
15-03-2024,CA-2016-163055,2.2,0.58
15-03-2024,CA-2016-163055,622.45,69.67
15-03-2024,CA-2016-163055,21.98,4.99
13-06-2025,US-2018-100930,233.86,46.07
13-06-2025,US-2018-100930,620.6145,138.81
13-06-2025,US-2018-100930,5.328,1.06
13-06-2025,US-2018-100930,258.072,60.81
13-06-2025,US-2018-100930,617.976,-9.49
25-11-2025,CA-2018-160514,10.56,2.52
26-10-2024,CA-2017-157749,25.92,-1.06
26-10-2024,CA-2017-157749,419.68,98.5
26-10-2024,CA-2017-157749,11.688,1.39
26-10-2024,CA-2017-157749,31.984,2.12
26-10-2024,CA-2017-157749,177.225,33.82
26-10-2024,CA-2017-157749,4.044,0.87
26-10-2024,CA-2017-157749,7.408,1.28
17-03-2025,CA-2017-154739,321.568,67.94
08-01-2025,CA-2017-145625,7.61,1.3
08-01-2025,CA-2017-145625,3347.37,264.13
17-03-2025,CA-2017-146941,80.58,13.13
17-03-2025,CA-2017-146941,361.92,107.71
06-06-2024,US-2016-159982,12.132,1.56
06-06-2024,US-2016-159982,82.368,28.82
06-06-2024,US-2016-159982,53.92,8.18
06-06-2024,US-2016-159982,647.904,90.81
09-12-2025,CA-2018-163139,20.37,2.84
09-12-2025,CA-2018-163139,221.55,63.35
09-12-2025,CA-2018-163139,17.52,5.1
30-07-2025,US-2018-155299,1.624,0.48
27-10-2024,CA-2017-125318,328.224,17.69
24-05-2024,CA-2016-155040,79.9,8.8
05-08-2025,CA-2018-136826,14.016,2.68
18-07-2024,CA-2017-111010,7.56,-0.18
15-12-2025,US-2018-145366,37.208,9.59
15-12-2025,US-2018-145366,57.576,16.58
29-12-2025,CA-2018-163979,725.84,239.7
07-03-2024,CA-2016-155334,209.93,11.9
07-03-2024,CA-2016-155334,5.28,0.95
07-03-2024,CA-2016-155334,10.92,3.14
13-10-2025,CA-2018-118136,8.82,2.85
13-10-2025,CA-2018-118136,5.98,1.03
02-11-2025,CA-2018-132976,11.648,1.94
02-11-2025,CA-2018-132976,18.176,4.62
02-11-2025,CA-2018-132976,59.712,12.9
02-11-2025,CA-2018-132976,24.84,4.03
20-04-2024,US-2016-161991,2.08,0.57
20-04-2024,US-2016-161991,1114.4,154.13
18-05-2024,CA-2016-130890,1038.84,124.28
20-04-2024,CA-2016-130883,141.76,22.88
20-04-2024,CA-2016-130883,239.8,35.5
20-04-2024,CA-2016-130883,31.104,9.65
23-03-2025,CA-2017-112697,254.058,39.86
23-03-2025,CA-2017-112697,194.528,46.42
23-03-2025,CA-2017-112697,961.48,160.1
02-03-2025,CA-2017-110772,19.096,5.42
02-03-2025,CA-2017-110772,18.496,6.41
02-03-2025,CA-2017-110772,255.984,17.99
02-03-2025,CA-2017-110772,86.97,17.23
12-02-2025,CA-2017-142545,32.4,7.68
12-02-2025,CA-2017-142545,1082.48,374.51
12-02-2025,CA-2017-142545,56.91,15.59
12-02-2025,CA-2017-142545,77.6,13.29
12-02-2025,CA-2017-142545,14.28,2.91
30-11-2025,US-2018-152380,219.075,34.69
02-01-2024,CA-2016-144253,26.8,6.55
19-06-2025,CA-2018-126774,4.89,1.1
09-01-2025,CA-2017-142902,15.136,3.12
09-01-2025,CA-2017-142902,466.768,113.16
09-01-2025,CA-2017-142902,15.232,1.85
09-01-2025,CA-2017-142902,6.264,1.76
24-09-2024,CA-2017-162138,251.52,61.52
24-09-2024,CA-2017-162138,99.99,9.29
18-11-2025,CA-2018-153339,15.992,2.13
30-12-2024,US-2017-141544,290.898,17.48
30-12-2024,US-2017-141544,54.224,10.31
30-12-2024,US-2017-141544,786.744,100.85
30-12-2024,US-2017-141544,100.24,29.34
30-12-2024,US-2017-141544,37.764,10.83
26-09-2024,US-2017-150147,82.8,11.36
26-09-2024,US-2017-150147,20.724,4.26
26-09-2024,US-2017-150147,4.896,1.43
01-04-2024,CA-2016-137946,4.752,1.16
01-04-2024,CA-2016-137946,959.984,49.07
01-04-2024,CA-2016-137946,14.368,2.71
08-02-2024,CA-2016-128167,4.96,1.38
23-06-2024,US-2016-120712,88.8,23.64
04-08-2025,CA-2018-169901,47.976,3.04
21-08-2025,CA-2018-134306,7.56,2.17
21-08-2025,CA-2018-134306,24.56,7.56
21-08-2025,CA-2018-134306,12.96,3.32
01-01-2025,CA-2017-129714,6.79,-0.26
01-01-2025,CA-2017-129714,24.56,6.47
01-01-2025,CA-2017-129714,3.048,0.52
01-01-2025,CA-2017-129714,49.12,13.08
01-01-2025,CA-2017-129714,4355.168,-195.77
13-09-2024,CA-2017-138520,388.704,49.22
13-09-2024,CA-2017-138520,8.26,-0.34
13-09-2024,CA-2017-138520,17.04,3.79
13-09-2024,CA-2017-138520,34.4,11.59
24-09-2024,CA-2017-130001,36.24,-0.96
22-05-2025,CA-2018-155698,647.84,203.06
22-05-2025,CA-2018-155698,20.7,4.69
20-10-2025,CA-2018-144904,20.7,7.18
20-10-2025,CA-2018-144904,488.646,58.6
20-10-2025,CA-2018-144904,5.56,0.95
20-10-2025,CA-2018-144904,47.12,11.25
07-02-2025,CA-2017-155516,23.2,3.56
07-02-2025,CA-2017-155516,7.36,1.21
07-02-2025,CA-2017-155516,104.79,28.18
07-02-2025,CA-2017-155516,1043.92,242.57
22-07-2025,CA-2018-104745,25.92,6.3
22-07-2025,CA-2018-104745,53.424,11.79
21-01-2025,US-2017-134656,99.136,-2.34
28-09-2025,US-2018-134481,1488.424,279.89
12-02-2025,CA-2017-134775,50.96,12.68
12-02-2025,CA-2017-134775,49.536,16.11
11-02-2024,CA-2016-125395,41.9,2.3
06-06-2024,US-2016-168935,375.4575,86.54
06-06-2024,US-2016-168935,83.976,10.66
10-06-2024,CA-2016-122756,482.34,55.12
10-06-2024,CA-2016-122756,2.96,0.46
17-12-2025,CA-2018-101798,23.36,-0.35
17-12-2025,CA-2018-101798,39.98,3.81
15-08-2025,CA-2018-102946,75.792,26.22
05-11-2025,CA-2018-165603,49.96,15.66
05-11-2025,CA-2018-165603,12.96,3.48
16-05-2024,CA-2016-122259,70.12,11.39
06-01-2025,CA-2017-108987,35.952,10.57
06-01-2025,CA-2017-108987,2396.2656,554.27
06-01-2025,CA-2017-108987,131.136,40.42
06-01-2025,CA-2017-108987,57.584,3.1
26-12-2025,CA-2018-117933,35.91,8.31
14-12-2025,CA-2018-117457,179.95,18.37
14-12-2025,CA-2018-117457,1199.976,151.27
14-12-2025,CA-2018-117457,27.15,7.61
14-12-2025,CA-2018-117457,1004.024,119.07
14-12-2025,CA-2018-117457,9.68,2.8
14-12-2025,CA-2018-117457,28.35,8.95
14-12-2025,CA-2018-117457,55.98,19.44
14-12-2025,CA-2018-117457,1336.829,241.53
14-12-2025,CA-2018-117457,113.568,13.19
18-11-2025,CA-2018-142636,139.86,36.54
18-11-2025,CA-2018-142636,307.136,66.85
11-08-2025,CA-2018-122105,95.92,32.18
17-09-2024,CA-2017-148796,383.8,57
20-11-2025,CA-2018-154816,5.78,1.15
19-05-2025,CA-2018-110478,9.32,2.62
19-05-2025,CA-2018-110478,15.25,5.09
07-11-2025,CA-2018-125388,56.56,10.46
07-11-2025,CA-2018-125388,32.7,6.47
24-09-2025,CA-2018-155705,866.4,113.46
03-12-2025,CA-2018-149160,28.4,6.37
03-12-2025,CA-2018-149160,287.92,65.89
24-10-2025,CA-2018-152275,6.672,1.18
18-09-2024,US-2017-123750,189.588,51.25
18-09-2024,US-2017-123750,408.744,21.43
18-09-2024,US-2017-123750,291.96,40.02
18-09-2024,US-2017-123750,4.768,0.99
27-10-2024,CA-2017-127369,714.3,183.39
01-11-2024,CA-2017-147375,1007.979,-42.07
01-11-2024,CA-2017-147375,313.488,65.84
12-10-2025,CA-2018-130043,31.872,7.35
16-04-2025,CA-2018-157252,207.846,50.38
04-01-2025,CA-2017-115756,12.22,2.79
04-01-2025,CA-2017-115756,194.94,57.69
04-01-2025,CA-2017-115756,70.95,11.88
04-01-2025,CA-2017-115756,91.36,14.89
04-01-2025,CA-2017-115756,242.94,28.18
04-01-2025,CA-2017-115756,22.05,6.19
31-05-2025,CA-2018-154214,2.91,0.66
08-09-2024,CA-2017-166674,59.52,12.61
08-09-2024,CA-2017-166674,161.94,-2.83
08-09-2024,CA-2017-166674,263.88,85.87
08-09-2024,CA-2017-166674,30.48,8.99
08-09-2024,CA-2017-166674,9.84,2.8
08-09-2024,CA-2017-166674,35.12,4.06
08-11-2025,CA-2018-147277,284.364,36.37
08-11-2025,CA-2018-147277,665.408,133.98
19-03-2025,CA-2017-100153,63.88,6.06
19-01-2025,US-2017-157945,747.558,151.87
19-01-2025,US-2017-157945,8.928,2.4
19-06-2024,CA-2016-109638,103.92,27.2
19-06-2024,CA-2016-109638,899.91,54
19-06-2024,CA-2016-109638,51.312,11.11
23-09-2024,CA-2017-109869,23.56,2.55
23-09-2024,CA-2017-109869,1272.63,215.41
23-09-2024,CA-2017-109869,28.485,4.32
23-09-2024,CA-2017-109869,185.376,43.29
23-09-2024,CA-2017-109869,78.272,13.64
08-06-2025,CA-2018-154907,205.3328,42.11
21-03-2025,US-2017-100419,4.788,0.84
23-06-2024,CA-2016-154144,55.48,10.04
23-11-2024,CA-2017-103891,95.76,5.96
12-02-2025,CA-2017-152632,40.2,5.61
11-11-2024,CA-2017-100790,14.7,4.58
11-11-2024,CA-2017-100790,704.25,189.27
31-07-2025,CA-2018-140963,29.6,4.55
31-07-2025,CA-2018-140963,514.165,78.97
31-07-2025,CA-2018-140963,279.96,23.81
06-10-2024,CA-2017-169166,93.98,7.68
28-08-2024,US-2017-120929,189.882,36.55
28-06-2024,CA-2016-134782,105.42,25.83
03-12-2024,CA-2017-126158,119.616,34.19
03-12-2024,CA-2017-126158,255.76,42.98
03-12-2024,CA-2017-126158,241.568,47.82
03-12-2024,CA-2017-126158,69.3,12.96
22-10-2024,US-2017-105578,22.62,6.73
22-10-2024,US-2017-105578,14.952,2.95
22-10-2024,US-2017-105578,801.568,164.98
22-10-2024,US-2017-105578,2.376,0.73
22-10-2024,US-2017-105578,32.792,6.26
25-11-2025,CA-2018-134978,15.92,2.5
05-12-2025,CA-2018-135307,126.3,31.51
05-12-2025,CA-2018-135307,38.04,2.69
06-02-2025,CA-2017-106341,7.152,1.61
24-12-2025,CA-2018-163405,6.63,1.92
24-12-2025,CA-2018-163405,5.88,1.4
18-04-2025,CA-2018-127432,2999.95,247.63
18-04-2025,CA-2018-127432,51.45,12.3
18-04-2025,CA-2018-127432,11.96,3.78
18-04-2025,CA-2018-127432,1126.02,178.47
19-04-2025,CA-2018-145142,210.98,38.88
15-10-2024,US-2017-139486,55.176,7.46
15-10-2024,US-2017-139486,66.26,6.96
27-06-2024,CA-2016-158792,22.2,7.07
08-11-2025,CA-2018-113558,683.952,116.34
08-11-2025,CA-2018-113558,45.696,11.03
03-04-2024,US-2016-138303,36.336,11.36
03-04-2024,US-2016-138303,666.248,228.91
03-04-2024,US-2016-138303,52.512,13.9
22-05-2024,CA-2016-102848,190.72,47.35
06-10-2025,US-2018-129441,47.94,11.77
21-10-2024,CA-2017-168753,979.95,124.71
21-10-2024,CA-2017-168753,22.75,5.05
22-11-2024,CA-2017-126613,16.768,4.45
03-10-2025,US-2018-122637,42.616,14.26
10-06-2024,CA-2016-147851,10.752,1.96
13-06-2024,CA-2016-134894,152.94,40.55
13-06-2024,CA-2016-134894,283.92,69.07
25-11-2024,CA-2017-136924,380.864,44.16
21-06-2024,US-2016-120161,646.776,124.77
30-11-2025,CA-2018-162929,41.28,10.06
30-11-2025,CA-2018-162929,13.36,2.21
28-05-2024,CA-2016-113173,250.272,83.43
28-05-2024,CA-2016-113173,11.364,3.26
28-05-2024,CA-2016-113173,8.72,2.37
18-09-2024,CA-2017-136406,1121.568,204.42
09-10-2025,CA-2018-112774,34.504,7.42
04-12-2025,CA-2018-101945,10.824,2.88
15-08-2025,CA-2018-100650,1295.78,320.95
30-10-2024,CA-2017-113243,20.7,4.5
30-10-2024,CA-2017-113243,1335.68,270.12
30-10-2024,CA-2017-113243,32.4,11.02
01-12-2025,CA-2018-118731,42.6,10.19
01-12-2025,CA-2018-118731,84.056,19.27
13-06-2024,CA-2016-130736,3.96,1.38
13-06-2024,CA-2016-130736,2.61,0.65
14-12-2025,CA-2018-137099,374.376,51.31
24-10-2025,CA-2018-156951,91.84,32
24-10-2025,CA-2018-156951,81.088,15.41
24-10-2025,CA-2018-156951,19.44,3.08
24-10-2025,CA-2018-156951,451.152,97.23
29-12-2025,CA-2018-164826,72.45,20.43
29-12-2025,CA-2018-164826,13.96,3.67
29-12-2025,CA-2018-164826,33.264,7.46
29-12-2025,CA-2018-164826,14.85,1.3
17-02-2025,CA-2017-127250,8.82,2.56
14-04-2024,CA-2016-149713,160.72,39.43
14-04-2024,CA-2016-149713,19.92,4.71
14-04-2024,CA-2016-149713,7.3,1.85
30-08-2025,CA-2018-118640,69.712,11.35
30-08-2025,CA-2018-118640,8.792,1.7
08-04-2024,CA-2016-132906,51.52,8.28
09-12-2025,CA-2018-145233,470.376,42.52
09-12-2025,CA-2018-145233,105.584,14.16
09-12-2025,CA-2018-145233,31.152,9.47
09-12-2025,CA-2018-145233,6.783,1.48
09-12-2025,CA-2018-145233,406.368,57.77
16-02-2024,CA-2016-128139,70.98,9.77
16-02-2024,CA-2016-128139,294.93,55.11
29-08-2024,US-2017-156986,84.784,7.43
29-08-2024,US-2017-156986,20.736,3.89
29-08-2024,US-2017-156986,16.821,4.63
29-08-2024,US-2017-156986,10.368,3.13
25-11-2024,CA-2017-120180,11.632,2.4
26-11-2024,US-2017-100720,143.982,9.17
26-11-2024,US-2017-100720,494.376,33.15
26-11-2024,US-2017-100720,5.84,1.48
28-09-2024,CA-2017-161816,369.576,35.67
28-09-2024,CA-2017-161816,15.712,2.82
08-01-2025,CA-2017-121223,8.448,1.92
08-01-2025,CA-2017-121223,728.946,93.85
26-11-2025,CA-2018-138611,119.94,7.24
26-11-2025,CA-2018-138611,3.648,1.2
21-09-2025,CA-2018-117947,40.48,-1.76
21-09-2025,CA-2018-117947,9.94,1.93
21-09-2025,CA-2018-117947,107.424,-3.94
21-09-2025,CA-2018-117947,37.91,2.92
21-09-2025,CA-2018-117947,88.02,9.68
07-06-2024,CA-2016-138009,301.96,48.01
07-06-2024,CA-2016-138009,555.21,95.17
07-06-2024,CA-2016-138009,523.48,110.05
07-06-2024,CA-2016-138009,161.82,54.28
12-10-2025,CA-2018-163020,35.56,4.93
15-07-2025,CA-2018-153787,97.16,18.35
21-12-2025,CA-2018-133431,15.24,4.98
21-12-2025,CA-2018-133431,13.23,2.06
17-03-2025,US-2017-135720,243.384,77.69
17-03-2025,US-2017-135720,119.8,10.55
17-03-2025,US-2017-135720,300.768,-12.02
19-10-2025,CA-2018-144694,17.88,2.56
19-10-2025,CA-2018-144694,235.944,74.34
26-04-2024,CA-2016-168004,392.94,42.23
19-12-2024,US-2017-123470,18.882,5.33
19-12-2024,US-2017-123470,122.328,21.85
14-10-2024,CA-2017-115917,1049.2,204.97
14-10-2024,CA-2017-115917,15.424,2.78
23-03-2025,CA-2017-147067,18.84,3.62
07-09-2025,CA-2018-167913,330.4,56.32
07-09-2025,CA-2018-167913,26.25,5
31-07-2025,CA-2018-106103,132.52,-5.27
31-08-2025,US-2018-127719,6.48,0.99
31-12-2025,CA-2018-126221,209.3,40.36
08-09-2024,CA-2017-103947,31.56,5.47
08-09-2024,CA-2017-103947,30.144,9.07
17-03-2025,CA-2017-160745,14.8,2.44
17-03-2025,CA-2017-160745,302.376,22.05
17-03-2025,CA-2017-160745,316,17.04
09-02-2025,CA-2017-132661,379.4,59.64
07-08-2025,CA-2018-140844,97.82,17.4
07-08-2025,CA-2018-140844,103.12,-1.04
24-12-2024,CA-2017-137239,113.552,37.62
24-12-2024,CA-2017-137239,3.318,0.53
24-12-2024,CA-2017-137239,134.288,39.99
14-01-2025,US-2017-156097,701.372,86.53
14-01-2025,US-2017-156097,2.308,0.46
26-03-2024,CA-2016-146563,999.432,347.07
26-03-2024,CA-2016-146563,724.08,198.21
26-03-2024,CA-2016-146563,918.785,181.94
26-03-2024,CA-2016-146563,2.724,0.43
03-09-2024,CA-2017-123666,459.95,97.12
18-02-2025,CA-2017-143308,10.74,3.42
30-07-2025,CA-2018-132682,23.76,5.21
30-07-2025,CA-2018-132682,85.056,20.98
30-07-2025,CA-2018-132682,381.576,-16.04
31-07-2025,US-2018-106663,23.976,5.97
31-07-2025,US-2018-106663,108.925,26.91
31-07-2025,US-2018-106663,36.352,12.22
04-08-2025,CA-2018-111178,19.56,4.39
12-12-2025,CA-2018-130351,61.44,18.35
12-12-2025,CA-2018-130351,38.9,7.98
12-12-2025,CA-2018-130351,99.39,7
29-05-2025,US-2018-119438,2.688,0.8
29-05-2025,US-2018-119438,27.816,2.53
29-05-2025,US-2018-119438,82.524,18.27
29-05-2025,US-2018-119438,182.994,47.05
01-03-2025,CA-2017-164511,14.352,4.33
01-03-2025,CA-2017-164511,64.96,16.91
01-03-2025,CA-2017-164511,68.6,20.42
19-11-2025,US-2018-168116,7999.98,636.5
19-11-2025,US-2018-168116,167.44,50.06
27-12-2025,CA-2018-161480,191.984,44.47
10-01-2024,CA-2016-119291,198.272,37.31
10-01-2024,CA-2016-119291,47.36,15.39
10-01-2024,CA-2016-119291,200.984,64.46
10-01-2024,CA-2016-119291,97.696,24.55
10-01-2024,CA-2016-119291,2.696,0.82
10-01-2024,CA-2016-119291,18.588,3.33
10-01-2024,CA-2016-119291,4.896,0.75
03-10-2025,CA-2018-114552,15.072,3.66
18-02-2025,CA-2017-163755,209.88,36.59
03-10-2025,CA-2018-146136,24.448,8.25
15-07-2025,US-2018-100048,281.34,81.23
15-07-2025,US-2018-100048,307.98,18.21
15-07-2025,US-2018-100048,299.97,42.42
19-10-2025,CA-2018-108910,103.056,24.96
03-08-2024,CA-2017-112942,146.82,45.97
20-03-2025,CA-2017-142335,1652.94,207.61
20-03-2025,CA-2017-142335,296.37,46.63
19-11-2024,CA-2017-114713,45.584,13.99
13-10-2025,CA-2018-144113,17.568,4.56
13-10-2025,CA-2018-144113,55.992,3.96
11-03-2025,US-2017-150861,182.72,44.25
11-03-2025,US-2017-150861,400.032,46.08
11-03-2025,US-2017-150861,33.63,7.92
11-03-2025,US-2017-150861,542.646,103.09
11-03-2025,US-2017-150861,6.3,1.54
17-04-2025,CA-2018-131954,242.94,64.95
17-04-2025,CA-2018-131954,179.97,-8.72
17-04-2025,CA-2018-131954,99.696,15.14
17-04-2025,CA-2018-131954,27.936,6.03
17-04-2025,CA-2018-131954,84.98,14.55
17-04-2025,CA-2018-131954,18.72,3.71
28-12-2024,US-2017-146710,51.52,14.94
28-12-2024,US-2017-146710,3.528,0.83
28-12-2024,US-2017-146710,4.624,0.85
28-12-2024,US-2017-146710,55.168,15.17
29-08-2024,CA-2017-150889,11.992,0.95
25-10-2025,CA-2018-126074,58.05,12.51
25-10-2025,CA-2018-126074,157.74,29.63
25-10-2025,CA-2018-126074,56.98,19.58
25-10-2025,CA-2018-126074,2.88,0.66
12-09-2024,CA-2017-110499,1199.976,-40.66
13-06-2024,CA-2016-135272,79.92,19.79
13-01-2025,CA-2017-140928,383.438,40.56
02-09-2025,CA-2018-117240,13.128,3.62
15-10-2025,CA-2018-133333,22.72,6.43
31-03-2024,CA-2016-112319,58.32,12.9
18-11-2025,CA-2018-126046,12.39,2.26
14-10-2024,CA-2017-157245,641.96,75.66
24-04-2025,CA-2018-104220,18.28,2.99
24-04-2025,CA-2018-104220,207,22.82
24-04-2025,CA-2018-104220,32.35,8.66
24-04-2025,CA-2018-104220,7.71,2.44
24-04-2025,CA-2018-104220,40.3,12.87
24-04-2025,CA-2018-104220,34.58,4.36
24-03-2024,CA-2016-144267,544.008,117.17
24-03-2024,CA-2016-144267,59.94,11.68
24-03-2024,CA-2016-144267,23.92,4.99
24-03-2024,CA-2016-144267,4.28,1.26
25-04-2024,US-2016-157014,32.07,10.23
25-04-2024,US-2016-157014,24,2.47
25-04-2024,US-2016-157014,35.49,-0.93
25-04-2024,US-2016-157014,47.984,-0.93
16-01-2024,CA-2016-154921,186.69,50.78
29-05-2025,CA-2018-129567,17.456,4.65
17-06-2024,CA-2016-154620,348.928,42.93
